tree depth,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
5,5093.477705,5109.627947,5106.248725,5063.58482,5071.263916,5054.347696,5043.283662,4963.528036,4998.250315,4950.500961,4991.230212,4923.044726,4926.852902,4896.504259,4910.644481,4896.208393,4897.208442,4892.609919,4894.609772,4902.704726,4885.491561,4891.093093,4878.898496,4910.980986,4908.464871,4884.813606
6,4680.677914,4671.161653,4681.169529,4682.344464,4644.181005,4629.016038,4614.124025,4614.522554,4601.316088,4579.426689,4582.988912,4557.185983,4528.512584,4525.435786,4525.821263,4526.475866,4516.302109,4529.291315,4512.54857,4509.364918,4492.068915,4506.444165,4510.116104,4501.667156,4522.183985,4498.763635
7,4337.768042,4344.194367,4354.502493,4311.494346,4320.856299,4316.314064,4286.920987,4270.539679,4266.544168,4261.789761,4252.523726,4236.179146,4246.623979,4210.946183,4228.457213,4218.839808,4227.870147,4225.233996,4208.355047,4225.30752,4216.313182,4209.197559,4223.731338,4221.673339,4214.36437,4217.234947
8,4080.160965,4059.468841,4075.907318,4052.887331,4038.494053,4047.443497,4037.215884,4017.677342,4031.995167,4006.346059,4001.823161,3987.54812,3979.765099,3981.877077,3984.791372,3973.065733,3970.399877,3974.473028,3975.180282,3974.632151,3977.561426,3982.201831,3988.242147,3989.958298,3985.316762,3987.996328
9,3837.025175,3859.020271,3838.919105,3835.717079,3840.618938,3817.441194,3822.234363,3807.103051,3816.353683,3806.802773,3807.53992,3813.141229,3795.221116,3797.830336,3797.464555,3797.524046,3798.195332,3796.366564,3798.088634,3809.971784,3809.364805,3812.78151,3819.133229,3825.722466,3812.622384,3810.865162
10,3673.557101,3670.745905,3672.08289,3673.566796,3660.694954,3666.669529,3663.455939,3664.051119,3664.044566,3654.973336,3656.514589,3664.141178,3669.857688,3668.65941,3659.000456,3670.609896,3658.672773,3683.00588,3682.759815,3680.653015,3677.539073,3681.487922,3688.944323,3704.741613,3699.654616,3703.710125
11,3534.269066,3535.057719,3543.130198,3543.930619,3551.094992,3558.6598,3545.593865,3548.775844,3556.457285,3561.732525,3555.822065,3559.387265,3570.876205,3575.726753,3575.748113,3571.447973,3581.125807,3580.841748,3587.826793,3601.629776,3605.181605,3611.795455,3610.714326,3618.463599,3615.209284,3624.351086
12,3443.735265,3449.846169,3455.003773,3456.335133,3460.006246,3465.712688,3478.358714,3487.254528,3493.197947,3492.196364,3490.785577,3507.827059,3503.926644,3512.137758,3515.653283,3529.468094,3536.178332,3533.532635,3531.87019,3551.441848,3553.618672,3551.510072,3573.796037,3569.832838,3574.092285,3590.533997
13,3373.407154,3391.273264,3392.866554,3401.365004,3409.32018,3421.214691,3423.040554,3425.758645,3444.642466,3450.739776,3459.674668,3467.064547,3465.089628,3490.306928,3485.063822,3486.256404,3501.285541,3503.360065,3509.01384,3522.095069,3524.024872,3529.743409,3537.528826,3536.893866,3544.679786,3556.422923
