"mean absolute percentage error","root mean squared error","R^2","iteration","mini child node size","tree depth"
1.0835447413491273,5093.477705358198,0.6268528792487766,0,5,5
0.9489868518793902,4680.67791440708,0.6848852073812347,1,5,6
0.8366379379826523,4337.7680419510725,0.7293650223152731,2,5,7
0.7500827481326587,4080.1609650743612,0.7605549468667689,3,5,8
0.6761899023863492,3837.0251745410683,0.7882416360256783,4,5,9
0.620670259439664,3673.5571007418002,0.8059002994524729,5,5,10
0.5789109040678282,3534.26906560072,0.8203403725583178,6,5,11
0.5408945658054216,3443.7352654163624,0.829426802048724,7,5,12
0.515959136655768,3373.4071539998204,0.8363225693538376,8,5,13
0.49637087896288773,3331.437065412523,0.8403700040805342,9,5,14
0.4827880604098357,3302.22636879376,0.8431570660379377,10,5,15
0.47589085578150936,3279.7035559322126,0.8452892622053552,11,5,16
0.471427427166452,3284.519074164926,0.8448346117720087,12,5,17
0.4628302416852413,3262.1525890472603,0.8469406661299985,13,5,18
0.45867429645388835,3259.296713740554,0.8472085426445994,14,5,19
1.0879205887108936,5109.627946567881,0.6244828010654606,15,6,5
0.9432001669047623,4671.161652629851,0.6861652213345427,16,6,6
0.8368840376546693,4344.1943671637055,0.7285625466403145,17,6,7
0.7449242945187982,4059.4688411710563,0.7629774313253528,18,6,8
0.6796372726782937,3859.020271236978,0.7858069398422116,19,6,9
0.6192023294802604,3670.745905001405,0.8061972560293199,20,6,10
0.5750130553584296,3535.0577194059956,0.8202601833849295,21,6,11
0.5443220005731441,3449.846168978036,0.8288209011228687,22,6,12
0.5163091460255897,3391.273264052727,0.8345842540052489,23,6,13
0.49920003345083847,3334.012704228067,0.8401230787196605,24,6,14
0.48080051994350764,3305.303418636163,0.8428646340096412,25,6,15
0.4751482391176573,3304.507205190059,0.8429403294639882,26,6,16
0.46819884020784835,3300.609138415921,0.8433106527503857,27,6,17
0.4647885881672182,3281.7022575781743,0.8451006385551459,28,6,18
0.46059162159393097,3284.0732681047634,0.8448767299478417,29,6,19
1.086406556702513,5106.248724959272,0.624979328890247,30,7,5
0.9463131945658112,4681.169528959417,0.6848190104944065,31,7,6
0.8384735066349657,4354.502493338049,0.727272857039344,32,7,7
0.7481158324220768,4075.9073179811617,0.7610539388684324,33,7,8
0.6724065900399423,3838.919105446787,0.7880325393056559,34,7,9
0.6199684276210055,3672.08288956452,0.8060560539568549,35,7,10
0.5747860397623675,3543.1301981003558,0.81943835663773,36,7,11
0.5421142080319663,3455.003772804323,0.8283086846986598,37,7,12
0.5190397154412053,3392.8665542581357,0.8344287860265618,38,7,13
0.4987989272163714,3355.8894572587196,0.8380180699660693,39,7,14
0.4869172090400078,3335.4447444917673,0.8399857071025205,40,7,15
0.4781255373749803,3318.0886164991653,0.8416466567192452,41,7,16
0.470267242323464,3311.4817310796284,0.8422766463977911,42,7,17
0.46473405822142266,3305.6161057019067,0.8428349020822645,43,7,18
0.4647096261439828,3308.2098698741297,0.842588164942318,44,7,19
1.0733337270015961,5063.584820179697,0.6312199199105619,45,8,5
0.9445093386684504,4682.3444637510365,0.6846607750016673,46,8,6
0.823959083467449,4311.49434573003,0.7326335451417015,47,8,7
0.7437008632315592,4052.8873305960597,0.763745365277686,48,8,8
0.6733298710156976,3835.7170792042225,0.7883859941673486,49,8,9
0.6176499060637203,3673.5667962228476,0.8058992748910485,50,8,10
0.571993647172914,3543.9306188097194,0.8193567668596075,51,8,11
0.5408215005088117,3456.335133111841,0.8281763392317587,52,8,12
0.518630487962092,3401.3650043369253,0.8335983018776041,53,8,13
0.502242278024547,3368.898788944538,0.8367597679976593,54,8,14
0.4869370523407887,3339.737563023241,0.8395735555527225,55,8,15
0.47688547352368155,3329.7525898984986,0.840531390793822,56,8,16
0.4705417313252715,3311.42345081087,0.8422821980385963,57,8,17
0.46697920362243467,3321.589578650908,0.8413123187328952,58,8,18
0.4627128478757005,3311.275722112254,0.8422962698879138,59,8,19
1.075845807339832,5071.26391564821,0.6301005371507011,60,9,5
0.931341181555057,4644.181005045706,0.6897801728750537,61,9,6
0.8295924360535982,4320.856299105083,0.7314711686375431,62,9,7
0.7384675041880777,4038.494053191537,0.765420437911408,63,9,8
0.67558312925536,3840.6189375165795,0.787844783925536,64,9,9
0.6148996330149874,3660.6949536667134,0.8072571142715508,65,9,10
0.5753936258187117,3551.0949918211486,0.818625655667216,66,9,11
0.5412237556517834,3460.0062462569535,0.8278111436902249,67,9,12
0.5183504705108232,3409.3201799063518,0.8328190248914663,68,9,13
0.4987657692263418,3375.5489520146325,0.8361146636563068,69,9,14
0.4902895530085995,3356.8300146323104,0.837927259675264,70,9,15
0.4799779794455112,3340.4874716654303,0.8395015027751711,71,9,16
0.4742716483480092,3338.0972183353624,0.8397311068785331,72,9,17
0.4692609861430917,3327.7761042022876,0.8407206504289334,73,9,18
0.46478156436782064,3331.1017815313367,0.8404021335611611,74,9,19
1.0736420238180768,5054.3476961262095,0.6325641692460324,75,10,5
0.9328670734818614,4629.016038218495,0.6918028298130698,76,10,6
0.8261674752715195,4316.314064130639,0.7320354456504327,77,10,7
0.7432938390121504,4047.4434974990127,0.7643796128796366,78,10,8
0.665313551820066,3817.4411939715988,0.7903977274122496,79,10,9
0.6104056713046078,3666.6695287557955,0.8066274542867,80,10,10
0.5749997126970302,3558.6598001145408,0.8178520781751323,81,10,11
0.5407048432744689,3465.712687945509,0.8272427077589547,82,10,12
0.5153781464569455,3421.2146913996567,0.8316504606329246,83,10,13
0.499999593545058,3387.564660336871,0.8349458444582684,84,10,14
0.4887169746725679,3370.119380814226,0.8366414588362774,85,10,15
0.4821050581288304,3356.5851163273037,0.8379509069206561,86,10,16
0.47129325664134314,3359.6985019047956,0.8376501516738861,87,10,17
0.4715187218555624,3349.167567598454,0.8386663238550109,88,10,18
0.4706545171801098,3349.135603594505,0.8386694033340416,89,10,19
1.0642520557516577,5043.2836619899,0.63417105238742,90,11,5
0.922812761376982,4614.124025006954,0.6937826430457968,91,11,6
0.8208626201814413,4286.920987474709,0.7356725696837495,92,11,7
0.7359364573896271,4037.2158839556837,0.765568901634633,93,11,8
0.6681724360182244,3822.2343627561977,0.7898710448818975,94,11,9
0.6127808409029967,3663.4559385362404,0.8069662619159139,95,11,10
0.5705504155695607,3545.593865072204,0.8191871672146678,96,11,11
0.5385948058915923,3478.358714343165,0.8259796606833236,97,11,12
0.5148361963790785,3423.040553789239,0.8314707203106388,98,11,13
0.5005466318300184,3387.0466352342414,0.8349963206362612,99,11,14
0.4899288442770394,3380.45864324671,0.8356375788505037,100,11,15
0.48012268929360014,3372.466152468071,0.8364138712478071,101,11,16
0.47502576064072793,3364.8549021707104,0.8371514264374625,102,11,17
0.47174392387605774,3370.4629158079447,0.8366081530513211,103,11,18
0.46952338652884335,3347.9514823548816,0.838783463340879,104,11,19
1.0418730067939475,4963.5280361743835,0.6456501653727179,105,12,5
0.9266520185338777,4614.52255361036,0.6937297438843704,106,12,6
0.8135145924493538,4270.539679298297,0.7376888214835977,107,12,7
0.7337758315611779,4017.677342149475,0.7678325200173381,108,12,8
0.6638033044597018,3807.1030505646363,0.7915314523953481,109,12,9
0.6122804243737447,3664.0511187155953,0.8069035347044928,110,12,10
0.5666601491677988,3548.7758443269377,0.8188624820565151,111,12,11
0.5399268113702306,3487.2545278588545,0.8250884173320074,112,12,12
0.5170005002196953,3425.758644897702,0.8312029701630398,113,12,13
0.5010470882709533,3408.5984015811473,0.8328898042989399,114,12,14
0.4922501501616556,3393.8606694846326,0.8343317465610706,115,12,15
0.4804660248909026,3371.8873288322275,0.8364700197088029,116,12,16
0.47660829912711306,3377.8725531324058,0.8358889609799329,117,12,17
0.4745685054170322,3373.6300365408697,0.8363009401551428,118,12,18
0.47061057906778364,3372.6325263587346,0.8363977304589536,119,12,19
1.0577706696931908,4998.250315113049,0.64067512772066,120,13,5
0.9167630867902458,4601.31608819479,0.6954802866957597,121,13,6
0.8083119607710239,4266.544168179557,0.7381794278349585,122,13,7
0.7340479913268603,4031.99516669145,0.7661748177792174,123,13,8
0.665604767045782,3816.3536826044483,0.7905171332519276,124,13,9
0.6086064241748993,3664.0445661096073,0.8069042253520236,125,13,10
0.5691569654471968,3556.457284716391,0.8180774773284067,126,13,11
0.5406567280836746,3493.197947289158,0.8244916964580954,127,13,12
0.5188971304652942,3444.6424663140674,0.8293369202611273,128,13,13
0.5002020097552882,3413.1472751985357,0.8324434798566231,129,13,14
0.49020879161541386,3404.0806940309044,0.8333324816699182,130,13,15
0.4797098650992425,3389.2652494853987,0.8347800854022402,131,13,16
0.4796684355933209,3387.251898975084,0.8349763207352184,132,13,17
0.47375225313030844,3383.9494712008927,0.8352979461309001,133,13,18
0.4712086729584375,3383.588740605885,0.8353330588911055,134,13,19
1.034833795407449,4950.500960892752,0.6475077490382994,135,14,5
0.9134576826524223,4579.426688535704,0.698370719956932,136,14,6
0.8132427704071025,4261.789761446971,0.7387626201668216,137,14,7
0.723993743677408,4006.34605901659,0.7691402634680197,138,14,8
0.6602053478224721,3806.802772768745,0.7915643361951842,139,14,9
0.6040200726320356,3654.973336339443,0.8078591525276685,140,14,10
0.5663269957078063,3561.7325254210045,0.8175373910778632,141,14,11
0.5396352998002236,3492.1963636929977,0.8245923269058413,142,14,12
0.5149856852302109,3450.739776167827,0.8287322092349565,143,14,13
0.5030023752858385,3426.0368792082504,0.8311755502322725,144,14,14
0.49216600490565665,3402.783339424258,0.8334594972657292,145,14,15
0.48344046065469337,3397.2486816637775,0.8340008159340123,146,14,16
0.4780642123643547,3395.2792058332498,0.834193228469035,147,14,17
0.4746334623243928,3385.8891096493967,0.8351090816133095,148,14,18
0.47493897580460187,3401.0339424042972,0.8336306927481637,149,14,19
1.0509779321186636,4991.230211936531,0.6416837711775046,150,15,5
0.91360052868308,4582.988912401391,0.6979012773845672,151,15,6
0.8089776159479247,4252.523726025553,0.7398973562581623,152,15,7
0.7233588737218873,4001.823161010351,0.7696612197887873,153,15,8
0.6588844724566735,3807.539920213861,0.7914836056176546,154,15,9
0.6065671397793408,3656.5145890903755,0.8076970719754519,155,15,10
0.5665656764296,3555.8220645470146,0.818142458024776,156,15,11
0.5366896388532068,3490.785577392,0.8247340215479602,157,15,12
0.5164649658574146,3459.6746683183333,0.8278441443765049,158,15,13
0.5034849267304294,3436.772290319584,0.8301158772074648,159,15,14
0.4886707624129951,3424.02275241566,0.8313739917018489,160,15,15
0.4842500626448121,3413.026654563558,0.8324553225432098,161,15,16
0.4808891634981471,3411.3040868885896,0.8326244007510102,162,15,17
0.47595532485725595,3403.09470302756,0.8334290180854419,163,15,18
0.4731058881244113,3402.4500475030227,0.8334921199044533,164,15,19
1.027122144395465,4923.044726377265,0.6514068581771906,165,16,5
0.9024654133624922,4557.185983332905,0.7012934253685563,166,16,6
0.8042824614978971,4236.179145556573,0.7418929235899525,167,16,7
0.7155940139854744,3987.5481200619993,0.7713015876152443,168,16,8
0.6572468367000496,3813.1412292690698,0.7908696533573151,169,16,9
0.6039085035516985,3664.141178301053,0.8068940422597819,170,16,10
0.563888658845329,3559.3872653735357,0.8177776007953881,171,16,11
0.5367700103158726,3507.827059057183,0.8230186010943892,172,16,12
0.5176518390036543,3467.0645467235763,0.8271079077730498,173,16,13
0.5000838582121752,3432.9479358874187,0.830493752469335,174,16,14
0.4941218198760744,3430.4769037505494,0.8307376854663067,175,16,15
0.48267158318027165,3416.8335771707334,0.8320813522197725,176,16,16
0.47888189078389437,3408.030463490878,0.8329454872087216,177,16,17
0.4776340868527448,3415.7949217348737,0.8321834251499747,178,16,18
0.47340219662461847,3408.8961760452626,0.8328606055980845,179,16,19
1.0282413807124253,4926.85290224713,0.6508673475677534,180,17,5
0.8958787657703793,4528.512583784259,0.7050404693136605,181,17,6
0.8018549445843913,4246.62397917,0.7406185634188953,182,17,7
0.7131282273976428,3979.765099028734,0.7721934777718508,183,17,8
0.651305917611287,3795.221116320639,0.7928306786991737,184,17,9
0.6050776051032587,3669.857687570398,0.8062910343258444,185,17,10
0.5633445257590206,3570.876205321038,0.8165993525193846,186,17,11
0.5350105041788187,3503.9266440816896,0.8234119597795062,187,17,12
0.5143742393473344,3465.089627764277,0.8273048182245324,188,17,13
0.5026307591718243,3445.207964235777,0.8292808810409671,189,17,14
