"mean absolute percentage error","root mean squared error","R^2","# of layer","#of node","mean absolute percentage error (#1)","root mean squared error (#1)","R^2 (#1)","iteration","# of layer (#1)","#of node (#1)"
0.5005817592196565,2954.2624964775323,0.8759403775446593,3,15,0.4575560875608152,4804.0085466608,0.651511835014082,35,3,15
0.3979847609770581,2850.0665440047196,0.8845371447344832,3,16,0.4142059077039558,4781.463049117531,0.6547751109575546,36,3,16
0.34626776677526394,2802.1335778373887,0.8883882388061004,3,17,0.3966219576189319,4707.773915705752,0.6653339272053929,37,3,17
0.3955867531062912,2762.122110840653,0.8915528754018185,3,18,0.422392533915775,4767.174576674405,0.6568353029956703,38,3,18
0.35138121370820025,2634.0453981996393,0.9013768648490276,3,19,0.41016787845367775,4700.860271165158,0.6663161593006917,39,3,19
0.39275869436287,2804.344280498613,0.8882120603750749,3,20,0.4264813787505583,4773.869638101285,0.6558707391813555,40,3,20
0.386765666956052,2625.438161053473,0.9020203509389471,3,21,0.41024423929182513,4802.000986859638,0.6518030354327773,41,3,21
0.3599845567509227,2750.5780252990485,0.8924574746000535,3,22,0.40841275414555545,4769.457268091622,0.6565065855798753,42,3,22
0.3669745322665091,2717.6449136560614,0.8950173054663022,3,23,0.40834407913757553,4675.007817293049,0.6699762660434385,43,3,23
0.37156550586526965,2780.0664438177996,0.8901392286187145,3,24,0.4093375924530413,4776.377041892119,0.6555091467275982,44,3,24
0.34942799173811506,2740.848254375838,0.8932169611125865,3,25,0.40384964111118066,4813.0845512969045,0.6501938240587035,45,3,25
0.4674453024838771,3543.0283627921503,0.8215643814882427,4,3,0.4395302222039571,5055.851829207431,0.614016121076443,46,4,3
0.5237637919996355,3304.239262551662,0.8448058783029552,4,4,0.46385118226549304,4985.388889917961,0.624699991810883,47,4,4
0.5406277991679797,3316.470875860558,0.8436547582756665,4,5,0.47958725922091616,4931.054551345616,0.6328359894652396,48,4,5
0.39746184961932235,3457.498383527383,0.8300753969325192,4,6,0.4122869094108582,5031.34257510471,0.6177493186604832,49,4,6
0.46227320337007227,3001.764519430465,0.8719187573151317,4,7,0.4476211626732335,4796.221800920263,0.6526406379711419,50,4,7
0.5517455140624107,3119.4435549659943,0.8616794981515582,4,8,0.4780157011746332,4864.8599129765835,0.6426274682905462,51,4,8
0.5367009251090331,3062.7540219459993,0.8666612036818155,4,9,0.48013486291254354,4889.106992705302,0.6390562104316683,52,4,9
0.4853781128978299,2969.3976864231954,0.8746659642154921,4,10,0.45663965193912137,4828.427842633429,0.6479600245752799,53,4,10
0.4373208520509532,2912.276268514072,0.8794416112192888,4,11,0.4340028361405031,4758.788811333121,0.6580415384914228,54,4,11
0.4582373793122552,2933.2431960974973,0.8776994425516318,4,12,0.43244933531641494,4854.0314927568015,0.6442166088840593,55,4,12
0.4703488880181447,2963.5441351399973,0.8751596172487452,4,13,0.44822687889458346,4819.485992765186,0.6492627151799282,56,4,13
0.360373141616568,2830.291255209171,0.8861338722875122,4,14,0.4054882668547777,4765.073603420544,0.6571377131401162,57,4,14
0.36281408255744413,2844.4034663483912,0.8849955378851695,4,15,0.4083260584128388,4764.800377332566,0.657177030994744,58,4,15
0.41096340418872235,2866.6735540687073,0.8831876469071455,4,16,0.42591724854574875,4767.963492434356,0.6567217135163467,59,4,16
0.4130074677871467,2895.8152488398005,0.8808006206719249,4,17,0.4257146384805417,4797.319273702754,0.6524816540556602,60,4,17
0.4298960416370703,2902.3778229018617,0.8802597428388914,4,18,0.42750832686037543,4741.6351010599565,0.6605023681110451,61,4,18
0.4498817304275067,2808.9047959629147,0.88784817840366,4,19,0.4317809337389376,4781.0937501409135,0.6548284361734934,62,4,19
0.4331184735164107,2853.3683675251887,0.8842694605952583,4,20,0.4307009375590891,4721.604138980693,0.6633647140399537,63,4,20
0.3722741865619743,2882.948329405254,0.8818575399055789,4,21,0.40664724964364085,4786.754023150649,0.6540106643802893,64,4,21
0.3630250447964442,2736.9977322225227,0.8935167818973802,4,22,0.4010751294514819,4701.520704051445,0.6662223929473772,65,4,22
0.3491985589523208,2653.039848949009,0.89994936738507,4,23,0.39798421408679624,4777.5862718579565,0.6553346959293528,66,4,23
0.3372797528173063,2763.1960284973607,0.8914685301644906,4,24,0.3975851546682228,4752.22266604081,0.658984551502658,67,4,24
0.3973755614916115,2853.8929273142107,0.8842269051592127,4,25,0.4142533587171876,4790.4665101252385,0.6534737748717467,68,4,25
0.5300453272332261,3289.383583065263,0.846198229894006,5,3,0.4803309494975332,4998.216887534771,0.6227661239979072,69,5,3
0.4217578227143457,3539.6138528930005,0.8219081419883221,5,4,0.4326080471523977,5078.3814422430705,0.6105684556001312,70,5,4
0.5677580831635145,3268.1716008366166,0.848175452199712,5,5,0.4897183548754808,4952.367753346471,0.6296551881338478,71,5,5
0.4226386689203954,3096.5189760130356,0.86370504386255,5,6,0.4314992571301998,4941.871301180567,0.631223402474424,72,5,6
0.5017332111134155,3362.9830848552288,0.839238644852607,5,7,0.46049737341721286,4990.757163592738,0.623891309510832,73,5,7
0.5369173992421622,3214.2317305166066,0.853145702265482,5,8,0.4791817244385012,4939.353148625628,0.63159913024208,74,5,8
0.4125824094341013,2953.413041539887,0.8760117103448479,5,9,0.42083795866917095,4821.630608733745,0.6489504975939071,75,5,9
0.560446032732675,3056.2037609895447,0.8672309327152694,5,10,0.4848518241886263,4850.634886231779,0.6447143532358254,76,5,10
0.5450787864378661,3051.342265109096,0.8676529876312544,5,11,0.4825463428649785,4887.328987549898,0.6393186891322894,77,5,11
0.4501007864612247,2939.9079185318215,0.877143044583989,5,12,0.4461221724402714,4852.636713198534,0.6444210443542453,78,5,12
0.4474717297892016,2881.07794024926,0.8820107862840365,5,13,0.4325097774637119,4784.03911824885,0.6544030228591964,79,5,13
0.3967762270210408,2886.491733555219,0.8815669459022025,5,14,0.41694262640712154,4785.055536822275,0.6542561559572327,80,5,14
0.4020775815568357,2792.0835498273345,0.8891874082739588,5,15,0.4202698368097688,4731.106887910287,0.662008319204846,81,5,15
0.38851607698806073,2873.033454228591,0.8826687604756103,5,16,0.4081506986757252,4774.752967666751,0.6557433759742333,82,5,16
0.41618301855571105,2817.014307738859,0.8871996627185239,5,17,0.4305956017866103,4774.607297102048,0.6557643811622276,83,5,17
0.3492609486585131,2839.409920802638,0.8853989798949448,5,18,0.4085385991031745,4802.878285242035,0.6516757965843607,84,5,18
0.3498224513895169,2658.2980999515744,0.8995523792368167,5,19,0.39957958052540365,4739.3494697485285,0.660829588312432,85,5,19
0.36661283741033657,2781.981437075258,0.8899878256938962,5,20,0.4049886165472745,4761.545917925263,0.657645181735036,86,5,20
0.38488738104747755,2909.8756206509624,0.8796402867054695,5,21,0.41113117142616223,4830.369009802232,0.6476769072411942,87,5,21
0.3742157285403083,2799.277951457944,0.8886156077574564,5,22,0.40508530747259724,4755.257197334474,0.6585489016959953,88,5,22
0.3974763019599096,2851.7798111984685,0.8843982860962144,5,23,0.4187382127786981,4815.080879255816,0.6499035849553372,89,5,23
0.3512766375550611,2797.436103502039,0.8887621352736035,5,24,0.40311289949453405,4721.0203430659285,0.6634479544596599,90,5,24
0.36358792850505905,2725.749926177976,0.8943901780027913,5,25,0.4011170738887921,4716.674588536699,0.6640672694858224,91,5,25
0.5495605508950308,4130.450454147553,0.7574914098875648,6,3,0.5013272625923005,5697.856908581644,0.5097658424247176,92,6,3
0.4896515744277866,3680.1230074769514,0.8074883736791822,6,4,0.45122441531859075,5125.824109505655,0.6032582635509707,93,6,4
0.5310214597755674,3381.304770881629,0.8374822027958128,6,5,0.4741154285944452,5104.663769913571,0.6065271472484486,94,6,5
0.6184809586168845,3240.2151639560007,0.8507618032046629,6,6,0.5273767495909654,5004.010807626189,0.6218910400269815,95,6,6
0.5203060772163915,3040.3829151524164,0.8686019683537596,6,7,0.46515729774059833,4792.332321182412,0.6532037893193698,96,6,7
0.450101771287423,3191.4800870072336,0.8552173335623917,6,8,0.4424562696414192,4863.804225855983,0.642782552979956,97,6,8
0.5298543972641161,3057.0692990541943,0.8671557198282158,6,9,0.474948463441082,4820.837883121407,0.6490659203949463,98,6,9
0.4669077516683115,3126.201967418585,0.8610794939151124,6,10,0.4395957862292485,4884.1789633555245,0.6397834782702128,99,6,10
0.4193124529582677,2891.548751148729,0.8811516024792995,6,11,0.4263238600798846,4811.925572923531,0.6503622686296215,100,6,11
0.5121683399729824,3088.324465998089,0.8644254609309067,6,12,0.4626947907468485,4795.6675651531195,0.6527209127653637,101,6,12
0.4774911088285958,2866.916165470321,0.8831678740188795,6,13,0.4507911024241645,4750.8809472362,0.6591770855151897,102,6,13
0.38338223212918093,2827.3281678619824,0.8863721648440226,6,14,0.40841634341387906,4765.590149329662,0.6570633748504406,103,6,14
0.3733740908806759,2847.392803158923,0.8847536820948654,6,15,0.4084530123422646,4752.692064282549,0.6589171809399983,104,6,15
0.40151721328895285,2798.6246827270993,0.8886675893408085,6,16,0.4242948247454524,4764.675488632006,0.6571950020116285,105,6,16
0.4427162870593727,2835.6477290856596,0.8857024692713124,6,17,0.4332860347376373,4768.007220148761,0.6567154169732936,106,6,17
0.39826169882803264,2932.6221487020807,0.877751225780484,6,18,0.4180309013478071,4806.058021817872,0.651214429137835,107,6,18
0.370679283909272,2743.2527582427597,0.8930295207058364,6,19,0.4120351750326976,4751.300563009871,0.6591168773187184,108,6,19
0.3508286994948496,2820.976056367389,0.8868821628584906,6,20,0.41105097676048996,4804.616581010737,0.6514236144448537,109,6,20
0.3707852811393024,2858.0198754485523,0.88389182950633,6,21,0.40695352421007075,4789.044102476337,0.6536795286849947,110,6,21
0.3857157758712918,2818.265396836275,0.8870994469620608,6,22,0.41477891460844235,4762.60751314777,0.6574925074730227,111,6,22
0.37811095568777786,2878.165049556577,0.8822492497669749,6,23,0.41005691763390184,4801.355986224355,0.6518965681833058,112,6,23
0.41442312525432246,2865.6277352044644,0.8832728622454973,6,24,0.42986920600193324,4809.820897305396,0.6506680560181548,113,6,24
0.33844751007905943,2771.9582137209827,0.8907791251316969,6,25,0.4042368292475772,4759.245409610928,0.6579759145936739,114,6,25
0.6800243647053583,4041.499885047981,0.7678239414937927,7,3,0.5419043681616742,5315.350300355125,0.5733769919301182,115,7,3
0.8889281768704054,4485.616733594589,0.7139930286389816,7,4,0.6409576590347549,5682.639800144967,0.5123808553739088,116,7,4
0.5642596666932472,3718.2800604387294,0.8034755959394677,7,5,0.48090565628835297,5169.066107071545,0.5965361172757273,117,7,5
0.7029244424025455,3415.5265018797077,0.8341759142331641,7,6,0.5494201530749377,5046.511054139487,0.6154410275828752,118,7,6
0.48796272302861005,3601.996457150974,0.8155753978372429,7,7,0.45223183246081783,5110.172659382295,0.6056774270023688,119,7,7
0.6254282019613345,3599.921921513559,0.815787771857069,7,8,0.5262976252831709,5320.9848436625225,0.572472028092106,120,7,8
0.5985147591931456,3149.5690043266045,0.8589949885214334,7,9,0.5029350700846119,4823.053246154352,0.6487433104921563,121,7,9
0.44151437661175197,2987.0474213541265,0.8731715959925933,7,10,0.4402562311799245,4820.138046074107,0.6491678026193624,122,7,10
0.4748723551339402,3020.153434266461,0.8703446902639759,7,11,0.4439391748879225,4802.17666723383,0.6517775575154834,123,7,11
0.512087538710716,3146.122378307594,0.8593034279468752,7,12,0.4774258018736361,4916.647673332984,0.634978314079466,124,7,12
0.4579766142170162,2996.5797091772747,0.8723608329151273,7,13,0.4593493049465411,4916.039758603835,0.6350685740922309,125,7,13
0.47752145627796655,3016.4541371616087,0.870662117691337,7,14,0.450387460795559,4905.392725085456,0.6366475807007325,126,7,14
0.4259026590006077,2984.630325896375,0.8733767700554755,7,15,0.4310226931118774,4837.172724507542,0.6466836936797302,127,7,15
0.38259118506260537,2923.3104676583166,0.8785263234923972,7,16,0.39987835820927276,4778.763365799783,0.6551648388523408,128,7,16
0.44687434619555705,2887.4171932211466,0.8814909903163624,7,17,0.4397267246330345,4757.117839727961,0.6582816426786627,129,7,17
0.38978087783320403,2851.878330419961,0.8843902986719812,7,18,0.4135553324315427,4756.347284401415,0.6583923364153521,130,7,18
0.36799523605239376,2852.259772765301,0.8843593707153014,7,19,0.4075486344198498,4778.614780875115,0.6551862822702157,131,7,19
0.3962707183220792,2932.1280034429606,0.8777924200153626,7,20,0.42120407117174113,4874.682040584382,0.6411829448431775,132,7,20
0.41202436005383014,2781.8977369224995,0.8899944453622751,7,21,0.4299254689368403,4787.448042253735,0.6539103289067504,133,7,21
0.3582748407327461,2852.1451564709037,0.8843686644228598,7,22,0.4065700951047546,4805.392546730574,0.6513110122575719,134,7,22
0.37000169149074175,2940.5951371877572,0.8770856009755247,7,23,0.40597728721456977,4856.356276231624,0.6438757304125258,135,7,23
0.36718190458364125,2829.90144712144,0.8861652350533372,7,24,0.40959677252770654,4795.40027176028,0.6527596238800717,136,7,24
0.35850731921414664,2839.1901588728347,0.8854167187684556,7,25,0.3991181296724127,4787.156864968622,0.6539524266529302,137,7,25
1.2263117676198543,5665.111135157274,0.5438064288712421,8,3,0.8207788620189802,6458.224129100632,0.3701941117930202,138,8,3
0.8045314632935094,4119.365300826862,0.7587913347386817,8,4,0.6067991328905235,5415.184201022264,0.5572006660979175,139,8,4
0.5339145202772402,3685.453970824581,0.806930231605031,8,5,0.48764990050376694,5245.269677615521,0.5845525149658983,140,8,5
0.7159907692735035,4014.199747241602,0.7709500237150602,8,6,0.5541437544976492,5341.87524628424,0.5691084538979018,141,8,6
0.6067765388417967,3452.0107411843633,0.8306143677932208,8,7,0.49680674082471055,5118.460852952907,0.6043972854501287,142,8,7
0.5398265870789318,3277.0160168683765,0.8473525967384534,8,8,0.4819789630020481,4879.703831570129,0.640443273053585,143,8,8
0.5754538378549746,3585.037253187205,0.8173079544636741,8,9,0.5035925072394157,5177.490269086409,0.5952199744220386,144,8,9
0.4461360734275338,3137.1118203135266,0.8601081895120087,8,10,0.4345893268691849,4879.567017092251,0.6404634348822298,145,8,10
0.5662334835642738,3283.507185894174,0.8467472646637457,8,11,0.49289126874421363,5003.306209414324,0.6219975130746307,146,8,11
0.5394895125005321,3033.810222708313,0.869169466177328,8,12,0.4814980434858814,4896.19945481599,0.6380082329610461,147,8,12
0.39692547135344364,2888.503495202576,0.8814018027968556,8,13,0.4171274585833461,4803.712729818831,0.6515547514633308,148,8,13
0.5823900285410446,3179.219237861452,0.8563276325658463,8,14,0.49826538429501177,4889.975977850323,0.6389278914293886,149,8,14
0.4107172760027049,2858.625786807863,0.8838425935178836,8,15,0.42562174024446425,4810.4879069603,0.6505711609608387,150,8,15
0.4101029748887009,3074.1563484731223,0.8656665416353575,8,16,0.4282070832489391,4884.915949176503,0.6396747621482033,151,8,16
0.4128947650410501,3116.3106368522976,0.8619571945988707,8,17,0.4406497526232148,5021.7816669267495,0.619200697169223,152,8,17
0.38590470879952826,2888.009766482774,0.8814423430501548,8,18,0.4162685063031796,4814.952636167783,0.6499222333845578,153,8,18
0.3604425664703763,2806.019670732538,0.888078450269372,8,19,0.4048540265090629,4797.086814730127,0.6525153319477617,154,8,19
0.3921410232642629,2880.4627825518287,0.8820611661944782,8,20,0.42079959843379866,4831.354314024891,0.6475331580427847,155,8,20
0.3752140321248258,2861.033367405641,0.8836468518536272,8,21,0.4098268969966467,4792.677262166951,0.6531538643461149,156,8,21
0.3706883874676434,2888.8880061537657,0.8813702256560064,8,22,0.4089942660480548,4833.476755199809,0.6472234086807495,157,8,22
0.3528084861953245,2783.79982071339,0.8898439644067769,8,23,0.4106630214819064,4856.4521968707795,0.6438616622499085,158,8,23
0.3799361550548997,2815.4475582137106,0.8873251010083667,8,24,0.4110720375783255,4843.289417288488,0.6457895789495809,159,8,24
0.40373476139621395,3037.706135614167,0.8688332344423053,8,25,0.4039973801278307,4742.145091904459,0.6604293342349842,160,8,25
1.163642285509671,5504.901952838272,0.5692438674826226,9,3,0.7853194681846776,6284.81750400479,0.4035612744766598,161,9,3
0.8859425028548654,5796.739156804044,0.522360968275803,9,4,0.618369650426506,6533.376130717289,0.3554511855683872,162,9,4
1.1231641510713477,4578.20902741219,0.7020636263578329,9,5,0.7607669003484222,5470.477431535167,0.5481118506305004,163,9,5
0.8326973899834845,4573.7832714431115,0.7026393782877767,9,6,0.6439541917802771,6123.690146272924,0.4337517065816119,164,9,6
0.49829046342319294,3706.4790643835704,0.8047210660988469,9,7,0.46625325750543917,5236.777115869859,0.585896719320875,165,9,7
0.7362908174740705,4346.314990724785,0.731481205866366,9,8,0.5537799456358343,5563.716159757617,0.5325766297946462,166,9,8
0.5801487664028503,3858.635903836873,0.7883589562594904,9,9,0.48733593990110036,5296.222795434679,0.5764419079784737,167,9,9
0.5265448626964778,4139.328999232529,0.756447728293443,9,10,0.4579120976347607,5350.859478514139,0.5676578452816156,168,9,10
0.48235664459859157,3085.3476099698833,0.864686697325473,9,11,0.4499206442382984,4842.296912431153,0.6459347363052926,169,9,11
0.7386899365482866,3529.777403991226,0.822896587312458,9,12,0.5673443810457203,5027.141018762723,0.6183874692789331,170,9,12
0.40198392235680663,3048.3463010959517,0.8679127501858922,9,13,0.42304718989740153,4865.406810038144,0.6425471136752987,171,9,13
0.45048878917829716,3126.618027123965,0.8610425141731598,9,14,0.43514875530577685,4903.615805122673,0.6369107731765962,172,9,14
0.38931014522295737,2996.1536665763147,0.8723971248627828,9,15,0.4101682217723344,4860.340361257695,0.643291172244723,173,9,15
0.43959444131377673,3042.91288065499,0.8683831993312836,9,16,0.4306256613637243,4896.11168184826,0.6380212115201058,174,9,16
0.41148488697161795,3013.5657616204294,0.8709096914993038,9,17,0.4198870928789787,4810.39084112654,0.6505852623410163,175,9,17
0.42717787360437676,2952.613124323315,0.8760788644712086,9,18,0.4325288394334518,4872.422539150166,0.641515503867971,176,9,18
0.4187549546479061,3011.469684729454,0.8710892058236703,9,19,0.42815682747771977,4918.448604665436,0.6347108556682115,177,9,19
0.4650634359505007,3057.321951259266,0.8671337610278328,9,20,0.44006633274842266,4847.378929505834,0.6451911594572438,178,9,20
0.38448235199876857,2953.634820111413,0.8759930885145653,9,21,0.40875267673847215,4817.951079901082,0.6494860856571947,179,9,21
0.36619106744421215,2889.050712667754,0.881356862465361,9,22,0.407948436501336,4773.914851094053,0.6558642207011136,180,9,22
0.36500378989845433,2884.0815713801085,0.8817646417379075,9,23,0.4029561548970338,4822.780079901952,0.6487830980505233,181,9,23
0.3616273987796991,2815.9385405814205,0.8872857991131905,9,24,0.4231292496635658,4799.633684253777,0.6521462608524042,182,9,24
0.41895349920783853,2817.267351733083,0.8871793967725526,9,25,0.4301962142039283,4805.140627670851,0.651347570810725,183,9,25
1.4354666125527158,5453.262947781735,0.5772874216374093,10,3,0.9394943719597637,6330.863309775191,0.3947896251608838,184,10,3
1.1261329024496556,5904.286070367103,0.5044732824021654,10,4,0.7341894466513424,6641.035235823959,0.3340339962143226,185,10,4
0.6588942259980944,4345.720963929796,0.7315545997454473,10,5,0.5447641495781953,5685.74711154378,0.5118474417362338,186,10,5
1.079817776701236,5533.183147487355,0.5648065165004811,10,6,0.7416065987372765,6502.776907342799,0.3614745667123196,187,10,6
0.7115112580252965,3913.8829973937795,0.7822551110016008,10,7,0.5456356503778599,5419.010908574745,0.5565746256164597,188,10,7
0.5901188412483218,3738.658830978277,0.8013155108652016,10,8,0.4903233838499296,5168.667680781039,0.5965983120395637,189,10,8
0.7008499693605158,3779.161432996512,0.7969873125103258,10,9,0.5470744956428484,5123.115234867917,0.6036774896585656,190,10,9
0.5134151754702941,3663.7743134575962,0.8091950138131968,10,10,0.45859943723799884,5218.531991719146,0.5887771948554117,191,10,10
0.5407425570217321,3317.888758587857,0.8435210458970477,10,11,0.46968050927334065,4923.499340440533,0.6339602424571076,192,10,11
0.534671667226393,3077.216559488716,0.8653989603581718,10,12,0.4800962530891417,4809.860791373584,0.6506622610704909,193,10,12
0.50994020628198,3159.5388574758344,0.8581008825275092,10,13,0.466265121517129,4935.7003192910815,0.6321438201496976,194,10,13
0.6045031426193124,3231.8428018858995,0.8515320372169637,10,14,0.5065799407355109,4895.186840589808,0.6381579491281857,195,10,14
0.6069278522780556,3460.9969259959225,0.8297313393815868,10,15,0.5108055311523535,5192.58804124025,0.5928558224309939,196,10,15
0.5121634672304815,3253.544025986718,0.8495314734005993,10,16,0.47019110407521375,4973.58334410012,0.6264753299518535,197,10,16
0.4026984925543865,2927.7410472739866,0.8781578325989896,10,17,0.41971213012956443,4822.109089393495,0.6488808204470977,198,10,17
0.38133177684028635,2979.415637606182,0.873818850829406,10,18,0.4143645271343201,4908.464105157871,0.6361924315140599,199,10,18
0.3721332090768902,2945.7780849074793,0.8766519334363535,10,19,0.4126544943027396,4825.966141349077,0.6483188976378992,200,10,19
0.44666086553010165,2984.351785400623,0.8734004031675342,10,20,0.4373077658945771,4859.147787963496,0.6434662008230394,201,10,20
0.442865793195063,3061.801319878161,0.8667441436689753,10,21,0.4471343440183829,4965.245898302568,0.6277265933578259,202,10,21
0.3840533872442383,2924.7788606435074,0.878404259213033,10,22,0.40488447214253104,4846.598839581935,0.6453053492220977,203,10,22
0.3932057722598065,3056.2854790809197,0.8672238325474321,10,23,0.4093721339995779,4990.154557772111,0.6239821300398924,204,10,23
0.39682922869730364,3250.349648372939,0.8498267928017518,10,24,0.4096476293009607,5036.4288969881245,0.6169760726633466,205,10,24
0.36734508338909744,2869.540220077557,0.8829539060041336,10,25,0.40434872107016917,4768.909034685939,0.6565855479149019,206,10,25
0.9940447209469468,6341.425581080513,0.42838174071679147,11,3,0.7372132729536807,7559.868256229983,0.1370036769535019,207,11,3
1.0028401317508147,5894.549783632298,0.506106202022456,11,4,0.6807874270319778,6672.364825641711,0.32773568404295716,208,11,4
