"mean absolute percentage error","root mean squared error","R^2","# of layer","#of node","mean absolute percentage error (#1)","root mean squared error (#1)","R^2 (#1)","iteration","# of layer (#1)","#of node (#1)"
0.3786717649676617,2884.684586680684,0.8808974229895721,2,10,0.4098502411029891,5038.977384474769,0.6274801880735783,0,2,10
0.3962831833765525,2927.3020528941524,0.8773522557850935,2,11,0.41405821777368285,5061.657897553129,0.6241192065789711,1,2,11
0.43007678400468313,2845.7054275131795,0.8840944119617755,2,12,0.4178981477150099,4988.951954332874,0.634839998929412,2,2,12
0.4182898807580228,2935.1951837877127,0.8766899532061203,2,13,0.41668432465504807,5079.32305961436,0.6214909839523666,3,2,13
0.5042592913787592,2983.2157646741653,0.8726221773253884,2,14,0.45438018736255076,4998.973746753693,0.6333714606796166,4,2,14
0.42466671749752444,2917.552846671927,0.8781678375017794,2,15,0.4269098754567883,5043.387617628652,0.626827826273983,5,2,15
0.3615594742904698,2856.6732981918644,0.8831992474240292,2,16,0.4013516654895698,5035.480192562611,0.6279970870764455,6,2,16
0.43819176686652406,2917.714411506801,0.8781543437696931,2,17,0.41923468328764457,5028.073231912807,0.6290906806527199,7,2,17
0.4177742961514552,2827.5598979896695,0.8855678342382007,2,18,0.4255615415078442,5024.5959266888085,0.6296035287628248,8,2,18
0.4292673676590046,2909.0256373869133,0.8788789609730472,3,10,0.42683323114947025,5027.7972248070055,0.6291314003452224,9,3,10
0.3927851487380074,3017.268902853147,0.8696975673207664,3,11,0.4175373584195662,5087.348621687988,0.6202939159738519,10,3,11
0.4682260253818661,3017.7479479407166,0.8696561883800861,3,12,0.44427465427459467,5095.996849712001,0.6190018575077164,11,3,12
0.399482428625469,2862.9540282869,0.8826850826097573,3,13,0.4244003562561358,5034.396840236332,0.6281571380956594,12,3,13
0.49007898859062166,2955.4067593058253,0.8749858953523039,3,14,0.45954865174549275,5036.800079661846,0.6278020446268945,13,3,14
0.39186438810567253,2837.976205388951,0.8847231793695073,3,15,0.4189727359586236,5054.7435326503755,0.6251454323259338,14,3,15
